Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Merchant_Category,Monthly_Income,Account_Balance,KYC_Status,Region,Risk_Level,Card_Type,Spending_Level,Gender,Age
CUST9070,31-10-2024,9758.96,Credit,Restaurants,156613,2777.75,Completed,South,Medium,Gold,Low,Female,43
CUST9550,18-12-2024,8432.85,Credit,Groceries,65322,29567.49,Pending,West,Low,Silver,High,Male,54
CUST1337,13-04-2025,1021.94,Credit,Groceries,76923,642.52,Completed,West,Low,Silver,Moderate,Female,27
CUST9494,28-06-2025,6060.83,Credit,Entertainment,56172,1771.67,Completed,East,Low,Silver,High,Male,53
CUST8626,04-01-2025,9570.99,Credit,Groceries,187057,19235.04,Completed,South,Low,Platinum,Low,Male,45
CUST6767,06-07-2025,5402.47,Debit,Online Shopping,86276,23318.15,Pending,West,Low,Platinum,Moderate,Other,37
CUST9153,17-05-2025,7811.07,Credit,Healthcare,172673,14865.82,Completed,West,Low,Silver,High,Male,48
CUST8753,01-05-2025,3446.96,Credit,Bills,172380,23041.3,Completed,West,Low,Gold,High,Other,28
CUST4666,06-11-2024,4670.04,Debit,Entertainment,150007,6498.94,Completed,West,High,Platinum,High,Female,30
CUST3609,05-01-2025,8984.7,Debit,Groceries,90126,2975.36,Completed,North,Low,Platinum,High,Male,38
CUST3261,27-06-2025,5866.24,Debit,Online Shopping,62942,14649.38,Completed,East,Low,Platinum,Low,Female,53
CUST1537,06-10-2024,1861.37,Debit,Travel,28353,7373.16,Pending,East,Low,Gold,Low,Other,49
CUST6302,10-06-2025,1220.49,Debit,Entertainment,34271,9606.83,Pending,South,Low,Gold,Moderate,Female,65
CUST7944,24-10-2024,2909.82,Credit,Online Shopping,49016,29911.61,Completed,North,High,Gold,High,Other,32
CUST9787,20-05-2025,6793.38,Credit,Healthcare,167181,26974.58,Completed,West,Low,Silver,Moderate,Other,21
CUST3627,02-09-2024,9826.21,Credit,Healthcare,88365,9243.52,Pending,North,Medium,Platinum,Moderate,Female,19
CUST3006,04-09-2024,5191.37,Debit,Entertainment,98606,25903.31,Completed,East,Low,Gold,Moderate,Other,25
CUST6322,27-08-2024,1281.26,Debit,Restaurants,156071,22101.28,Not Started,West,Low,Platinum,Moderate,Female,19
CUST1229,14-01-2025,1582.13,Debit,Groceries,97100,28293.93,Completed,East,Low,Platinum,High,Female,46
CUST7216,01-08-2024,2177.5,Debit,Groceries,61579,26302.47,Completed,South,High,Platinum,Moderate,Other,67
CUST8483,15-05-2025,3133.72,Credit,Restaurants,102726,26735.87,Completed,South,Low,Gold,Moderate,Female,45
CUST4206,07-06-2025,2627.54,Credit,Online Shopping,41557,26512.25,Completed,East,Low,Silver,High,Female,50
CUST5324,17-09-2024,9097.71,Debit,Healthcare,80117,3552.04,Completed,North,Low,Gold,Moderate,Other,60
CUST3358,29-08-2024,2955.79,Credit,Groceries,41825,29187.15,Pending,West,High,Platinum,High,Male,40
CUST6772,19-11-2024,612.23,Credit,Bills,60416,13807.61,Completed,South,High,Silver,Low,Male,61
CUST7673,15-10-2024,5620.11,Credit,Groceries,95536,8374.95,Completed,South,Low,Gold,Moderate,Male,33
CUST8847,12-11-2024,4199.89,Debit,Groceries,66243,24845.69,Completed,West,High,Platinum,Moderate,Other,48
CUST9708,24-05-2025,732.43,Debit,Online Shopping,110619,1763.38,Completed,South,Low,Platinum,Low,Female,46
CUST8631,02-05-2025,359,Debit,Groceries,144203,23545.81,Completed,North,Low,Platinum,Moderate,Male,31
CUST2156,04-10-2024,8673.58,Credit,Entertainment,142735,3968.07,Completed,South,Low,Gold,High,Female,49
CUST5509,31-03-2025,2356.86,Credit,Online Shopping,175326,3364.61,Completed,East,Low,Platinum,Low,Other,55
CUST5872,11-07-2025,6082.07,Debit,Travel,126390,22100.32,Completed,North,Low,Platinum,High,Male,43
CUST3798,18-09-2024,3303.42,Debit,Entertainment,93846,3825.09,Completed,South,Low,Platinum,High,Other,29
CUST4303,05-04-2025,4375.25,Debit,Entertainment,189529,5973.74,Pending,West,Low,Gold,Moderate,Male,58
CUST8670,04-11-2024,2558.23,Credit,Restaurants,179162,8420.79,Completed,North,Low,Silver,Moderate,Female,60
CUST5421,14-01-2025,6189.84,Credit,Entertainment,78871,7046.58,Completed,West,Medium,Silver,Moderate,Female,29
CUST2473,04-11-2024,9506.92,Debit,Travel,182206,27733.98,Pending,East,Low,Silver,Low,Male,64
CUST1210,07-06-2025,7133.19,Credit,Bills,179740,29471.79,Not Started,West,Low,Silver,Moderate,Other,55
CUST2266,23-12-2024,335.21,Debit,Entertainment,55030,15109.99,Pending,West,Low,Gold,High,Male,55
CUST7470,31-01-2025,2182.15,Credit,Groceries,93701,6388.95,Completed,South,Low,Platinum,Low,Male,32
CUST6896,03-12-2024,5431.1,Credit,Restaurants,40846,7083.18,Completed,North,Low,Silver,Moderate,Female,48
CUST6697,09-11-2024,9993.07,Credit,Restaurants,30215,18739.83,Not Started,North,Low,Gold,Moderate,Female,47
CUST4698,16-02-2025,3605.53,Credit,Online Shopping,190037,4654.77,Completed,South,Low,Gold,Moderate,Male,34
CUST7122,13-08-2024,9541.16,Credit,Groceries,180803,22545.37,Not Started,South,Medium,Platinum,Moderate,Other,35
CUST4633,27-06-2025,5252.83,Debit,Groceries,27575,18085.08,Completed,South,Low,Gold,Moderate,Other,40
CUST6099,01-01-2025,7066.23,Credit,Bills,132799,2455.96,Completed,North,Low,Silver,Moderate,Female,33
CUST3554,03-04-2025,7877.03,Credit,Entertainment,83927,5639.99,Not Started,North,Low,Platinum,Low,Female,53
CUST6214,25-11-2024,1909.55,Credit,Travel,174210,10510.38,Completed,North,Low,Gold,Moderate,Male,22
CUST5043,11-08-2024,5733.72,Debit,Groceries,81732,23365.99,Completed,East,Low,Gold,High,Male,62
CUST7107,16-11-2024,3731.13,Credit,Healthcare,115297,9935.91,Pending,North,Low,Platinum,Moderate,Male,61
CUST5959,05-06-2025,1612.03,Debit,Online Shopping,156858,13522.97,Completed,North,Low,Silver,Low,Other,36
CUST3490,09-04-2025,7908.09,Credit,Healthcare,143443,10098.78,Completed,East,Low,Gold,Low,Female,38
CUST6058,27-07-2024,1860.8,Debit,Healthcare,36682,4624.84,Not Started,West,Low,Gold,Moderate,Male,35
CUST1252,04-05-2025,2017.02,Credit,Groceries,139424,17280.06,Completed,East,Medium,Gold,Moderate,Female,26
CUST6248,28-08-2024,2478.31,Debit,Healthcare,25562,17422.42,Completed,North,Low,Gold,Low,Other,26
CUST7731,28-11-2024,9883.81,Credit,Online Shopping,66169,20140.27,Pending,West,Low,Platinum,Low,Male,69
CUST5989,17-08-2024,4780.01,Credit,Bills,33649,4142.8,Completed,West,Medium,Gold,Moderate,Male,25
CUST6345,19-08-2024,4270.82,Credit,Entertainment,128690,11205.15,Completed,North,Low,Silver,Low,Male,69
CUST9692,17-09-2024,8644.31,Debit,Groceries,104396,2156.4,Completed,West,Low,Platinum,Moderate,Other,42
CUST4605,14-03-2025,5160.14,Debit,Restaurants,112428,29006.73,Pending,East,Low,Gold,Moderate,Male,41
CUST4653,30-08-2024,3995.79,Debit,Travel,117724,20574.99,Completed,North,Low,Silver,Low,Other,25
CUST6138,06-10-2024,4228.8,Credit,Groceries,143207,7652.56,Pending,East,High,Silver,Low,Female,42
CUST2935,20-08-2024,350.88,Debit,Bills,163341,6898.99,Completed,West,High,Silver,Moderate,Female,46
CUST6004,20-05-2025,8338.32,Credit,Healthcare,74088,10422.57,Not Started,East,Low,Gold,High,Other,25
CUST8066,10-11-2024,2855.62,Debit,Bills,58031,11044.29,Completed,South,Low,Silver,Moderate,Other,32
CUST7207,01-02-2025,1928.1,Credit,Entertainment,48618,13468.05,Completed,East,Medium,Platinum,Low,Female,24
CUST4100,07-06-2025,2446.3,Credit,Bills,38356,5611.03,Completed,East,Low,Platinum,Moderate,Female,42
CUST2200,12-09-2024,5502.06,Credit,Entertainment,133003,15892.39,Completed,North,Low,Platinum,Moderate,Other,28
CUST6486,21-01-2025,611.87,Credit,Bills,37787,14802.04,Completed,North,Low,Gold,Moderate,Male,61
CUST3599,04-05-2025,9861.52,Debit,Groceries,101859,16399.74,Not Started,West,Low,Silver,Moderate,Female,21
CUST4126,12-06-2025,9317.04,Debit,Entertainment,180744,11205,Not Started,South,Low,Gold,Low,Male,66
CUST1960,14-02-2025,8650.37,Credit,Restaurants,60875,28402.46,Completed,South,Low,Platinum,High,Male,34
CUST3181,14-06-2025,9566.81,Credit,Restaurants,69511,13496.19,Completed,South,Low,Silver,High,Female,32
CUST8926,07-03-2025,8717.69,Debit,Travel,81182,9856.02,Completed,South,Medium,Silver,Moderate,Other,49
CUST5700,23-07-2024,4076.9,Debit,Healthcare,96830,26708.73,Completed,South,Low,Platinum,Moderate,Male,31
CUST2763,13-02-2025,4881.01,Debit,Travel,111007,29931.17,Completed,East,Low,Silver,High,Other,36
CUST6484,26-06-2025,9825.72,Credit,Groceries,87820,10431.21,Completed,West,Low,Gold,Low,Other,66
CUST6815,15-12-2024,5318.46,Credit,Groceries,89640,22723.94,Completed,North,Low,Silver,Moderate,Female,32
CUST9740,10-02-2025,8878.62,Credit,Healthcare,111613,2445.28,Completed,North,Low,Silver,High,Female,25
CUST6633,20-03-2025,2773,Credit,Entertainment,34770,20614.54,Pending,North,Low,Platinum,Moderate,Other,28
CUST2782,21-12-2024,6163.85,Credit,Travel,133169,22965.13,Completed,North,Low,Gold,Low,Male,58
CUST8593,08-03-2025,9211.04,Debit,Healthcare,145442,8641.42,Pending,East,Low,Gold,Low,Female,54
CUST5152,02-05-2025,202.5,Debit,Online Shopping,63148,17333.41,Pending,North,Low,Silver,Moderate,Other,36
CUST7149,06-08-2024,2778.55,Credit,Healthcare,146688,15324.89,Pending,West,Low,Silver,Low,Female,65
CUST6416,02-06-2025,6840.53,Credit,Travel,164675,16296.03,Pending,North,Low,Gold,Moderate,Female,67
CUST7848,05-10-2024,1675.06,Credit,Groceries,40831,28477.94,Completed,South,Low,Gold,Moderate,Male,57
CUST5848,05-03-2025,1605.47,Credit,Travel,60899,6458.5,Completed,West,Low,Platinum,High,Female,48
CUST5903,28-07-2024,9047.13,Credit,Travel,83699,14781.65,Completed,South,Low,Silver,Moderate,Female,63
CUST4512,28-06-2025,7256.7,Debit,Entertainment,158917,12829.13,Pending,East,Low,Gold,High,Male,36
CUST5471,26-02-2025,5378.9,Debit,Travel,39135,22964.39,Pending,East,Medium,Platinum,High,Other,33
CUST9641,08-04-2025,8486.28,Debit,Travel,111270,28289.06,Completed,West,Medium,Gold,Moderate,Female,22
CUST8592,03-03-2025,957.64,Debit,Entertainment,53290,10606.3,Completed,North,Low,Gold,Low,Female,39
CUST7369,09-01-2025,5105.68,Debit,Groceries,31174,10259.21,Pending,South,Low,Platinum,High,Male,42
CUST9196,30-11-2024,3853.87,Debit,Healthcare,84948,29984.37,Completed,South,Medium,Gold,Low,Other,69
CUST3503,28-11-2024,7755.59,Debit,Travel,144310,28989.88,Completed,West,Low,Platinum,High,Other,23
CUST3778,29-12-2024,4927.89,Debit,Online Shopping,186432,23412.3,Pending,North,Low,Gold,Moderate,Male,53
CUST2532,25-08-2024,5128.81,Debit,Online Shopping,193164,6560.1,Completed,East,Medium,Silver,Moderate,Other,43
CUST8115,21-12-2024,7548.61,Debit,Groceries,54692,4124.85,Completed,West,Medium,Gold,Low,Female,18
CUST7455,19-09-2024,1823.17,Credit,Healthcare,104626,7146,Pending,West,Low,Gold,Low,Other,32
CUST7773,19-11-2024,2231.3,Credit,Entertainment,176781,29700.56,Completed,South,High,Silver,High,Male,54
CUST5532,03-09-2024,7266.73,Debit,Entertainment,58178,25399.46,Completed,North,Low,Platinum,Moderate,Female,57
CUST1396,09-08-2024,9463.29,Debit,Bills,58082,23582.06,Completed,West,Medium,Gold,Moderate,Female,63
CUST3847,19-05-2025,4978.07,Credit,Entertainment,169532,29794.65,Completed,North,Low,Gold,Low,Male,18
CUST3978,22-07-2024,7374.04,Credit,Healthcare,66780,12387.33,Completed,East,Low,Gold,Moderate,Male,62
CUST6185,20-09-2024,4608.87,Debit,Restaurants,42393,11821.85,Completed,West,Low,Silver,Moderate,Male,40
CUST8465,30-09-2024,6934.71,Debit,Healthcare,51759,11482.04,Completed,North,Low,Platinum,Moderate,Female,68
CUST6241,15-10-2024,9986.51,Debit,Healthcare,115844,20263.38,Completed,North,Low,Platinum,Low,Male,63
CUST6413,19-07-2024,6338.64,Debit,Entertainment,78749,22763.93,Completed,West,Low,Gold,Low,Female,24
CUST9451,26-11-2024,4455.82,Credit,Entertainment,52232,25857.1,Completed,South,Low,Silver,Low,Female,52
CUST8677,21-12-2024,9799.23,Debit,Restaurants,129919,16751.35,Completed,South,Low,Platinum,Low,Male,28
CUST4870,06-01-2025,1484.63,Credit,Travel,167187,13149.98,Completed,West,Low,Silver,Moderate,Other,62
CUST3022,15-09-2024,3555.95,Debit,Travel,157263,15793.02,Completed,East,Low,Silver,Moderate,Male,62
CUST6306,08-11-2024,5396.19,Debit,Groceries,195660,18577.36,Completed,East,Low,Gold,Moderate,Male,34
CUST6782,01-03-2025,8138.94,Debit,Travel,123020,15121.13,Completed,South,Low,Silver,Moderate,Male,40
CUST2313,27-10-2024,7179.79,Credit,Healthcare,134841,17284.29,Completed,North,Low,Platinum,Moderate,Female,21
CUST1166,12-08-2024,8595.53,Debit,Groceries,35838,19728.13,Completed,South,Low,Silver,Moderate,Male,34
CUST5293,10-02-2025,4406.35,Credit,Travel,42701,14459.11,Completed,East,Low,Platinum,Low,Male,41
CUST3508,01-06-2025,7640.18,Debit,Online Shopping,71688,21682.51,Not Started,North,Low,Platinum,Moderate,Male,23
CUST3366,06-07-2025,2095.06,Debit,Bills,52308,622.77,Completed,West,Medium,Silver,Low,Male,22
CUST4938,15-08-2024,5417.53,Credit,Groceries,94137,26886.44,Pending,South,Low,Gold,Low,Female,66
CUST7161,29-05-2025,8567.16,Debit,Healthcare,101605,15589.19,Not Started,South,Low,Gold,Moderate,Other,24
CUST6083,12-09-2024,8408.95,Credit,Bills,182280,1081.35,Pending,West,Low,Gold,High,Male,35
CUST2417,08-02-2025,7854.11,Debit,Bills,40558,14229.67,Not Started,North,Low,Gold,Moderate,Male,61
CUST4017,02-07-2025,1520.72,Debit,Entertainment,69542,18957.63,Completed,West,Low,Gold,Moderate,Other,42
CUST4603,03-01-2025,672.05,Credit,Online Shopping,175871,22543.54,Completed,West,Medium,Platinum,Moderate,Female,31
CUST7905,18-06-2025,1347.97,Debit,Entertainment,37502,808.43,Completed,South,Medium,Platinum,Moderate,Male,55
CUST3997,27-03-2025,9062.32,Debit,Bills,58506,5658.72,Completed,East,Medium,Silver,Low,Male,54
CUST3268,26-10-2024,7147.32,Credit,Online Shopping,162844,18387.95,Not Started,West,Low,Silver,Moderate,Other,66
CUST6516,25-08-2024,2562.39,Debit,Bills,27073,7663.86,Pending,South,Medium,Silver,Low,Male,24
CUST6996,23-05-2025,8926.27,Credit,Entertainment,39227,9687.96,Pending,South,Low,Silver,Moderate,Other,67
CUST7227,09-04-2025,4822.65,Credit,Restaurants,44950,29625.4,Completed,North,Low,Gold,Moderate,Other,69
CUST1696,16-07-2025,853.32,Debit,Entertainment,191518,5925.97,Completed,East,Low,Platinum,Moderate,Female,59
CUST7746,09-09-2024,3531.3,Debit,Groceries,44044,18915.93,Pending,North,Low,Platinum,Moderate,Other,59
CUST9136,10-02-2025,4224.69,Debit,Healthcare,59028,6162.98,Completed,North,Medium,Silver,High,Female,20
CUST1746,29-01-2025,2292.1,Debit,Healthcare,168150,26865.16,Pending,South,Low,Silver,High,Female,66
CUST8940,27-11-2024,5404.14,Credit,Restaurants,122725,20673.63,Completed,West,High,Platinum,Moderate,Female,45
CUST5452,17-08-2024,8212.41,Debit,Groceries,57017,5499.67,Completed,South,High,Gold,Moderate,Male,26
CUST3787,29-04-2025,2455.21,Debit,Groceries,28844,8733.14,Completed,West,Low,Silver,Moderate,Other,66
CUST1538,09-10-2024,2672.48,Credit,Restaurants,50333,6998.73,Completed,South,Low,Gold,Moderate,Female,61
CUST1245,06-07-2025,1725.38,Credit,Online Shopping,64762,11117.19,Completed,South,Low,Platinum,Low,Other,26
CUST7309,30-05-2025,9124.85,Debit,Bills,183131,9633.95,Completed,West,Low,Silver,High,Female,35
CUST6103,13-10-2024,643.36,Credit,Entertainment,69216,2022.08,Completed,West,Medium,Silver,Moderate,Other,36
CUST3665,17-11-2024,3687.69,Credit,Groceries,126946,8637.72,Pending,South,Medium,Silver,Moderate,Other,32
CUST9840,11-04-2025,7880.22,Debit,Online Shopping,141741,742.19,Completed,North,Low,Gold,High,Male,30
CUST1881,10-09-2024,7569.64,Credit,Restaurants,43852,25190.9,Completed,West,Medium,Silver,High,Female,33
CUST9594,10-12-2024,3238.78,Debit,Travel,63560,19120.53,Completed,West,Low,Platinum,Low,Female,52
CUST4972,20-08-2024,1537.56,Credit,Healthcare,137332,20483.17,Completed,East,Low,Platinum,High,Male,62
CUST2485,23-04-2025,809.72,Debit,Online Shopping,110028,5788.88,Pending,South,Low,Platinum,Low,Other,61
CUST3532,18-04-2025,1636.39,Debit,Travel,146343,9711.35,Pending,North,Low,Platinum,High,Male,59
CUST2563,14-10-2024,4239.75,Debit,Groceries,85186,516.25,Completed,South,Low,Gold,High,Female,25
CUST1517,07-07-2025,3538.39,Debit,Travel,194950,15749.31,Pending,North,Low,Silver,Moderate,Other,68
CUST4131,14-05-2025,9274.42,Debit,Entertainment,145904,18871.3,Pending,South,Medium,Platinum,Low,Female,19
CUST2441,09-12-2024,3340.66,Debit,Entertainment,33095,2442.27,Pending,North,Medium,Gold,Moderate,Other,43
CUST4754,10-12-2024,3761.28,Credit,Healthcare,154715,24659.59,Pending,South,Low,Gold,Moderate,Female,61
CUST2653,08-09-2024,9926.54,Credit,Travel,198709,10077.07,Completed,North,Low,Silver,Moderate,Male,51
CUST8322,15-12-2024,9752.47,Credit,Online Shopping,59458,2818.99,Completed,North,Low,Gold,Moderate,Male,24
CUST1436,22-12-2024,2570.4,Credit,Entertainment,62629,27096.24,Completed,South,Medium,Gold,Moderate,Female,57
CUST9611,30-10-2024,4816.56,Credit,Bills,40629,13620.78,Completed,West,Low,Platinum,Moderate,Other,65
CUST7886,04-08-2024,9560.4,Debit,Entertainment,137519,27092.27,Completed,North,Low,Platinum,Moderate,Male,53
CUST1264,10-06-2025,4621.41,Credit,Bills,73661,29243.19,Completed,South,Low,Gold,Moderate,Other,57
CUST5005,05-10-2024,3685.63,Debit,Healthcare,132478,9978.49,Completed,South,Low,Silver,High,Female,40
CUST2924,11-04-2025,1689.78,Debit,Healthcare,172044,6299.53,Completed,South,High,Silver,Moderate,Male,18
CUST3941,13-06-2025,6275.89,Debit,Online Shopping,66234,21304.42,Completed,South,Low,Gold,High,Female,33
CUST2914,20-09-2024,6523.28,Debit,Entertainment,33083,29506.16,Pending,North,Low,Platinum,Low,Male,29
CUST7143,05-08-2024,6022.48,Credit,Groceries,60037,10853.49,Completed,West,Low,Platinum,Moderate,Male,38
CUST6436,15-06-2025,1862.98,Credit,Healthcare,50826,15534.52,Pending,North,Low,Gold,Moderate,Other,43
CUST3909,30-10-2024,7874.11,Credit,Bills,104074,9506.22,Pending,West,Low,Platinum,Moderate,Other,24
CUST3220,07-12-2024,6712.95,Debit,Travel,102430,24998.58,Pending,North,Low,Gold,High,Male,48
CUST2277,25-04-2025,8153.5,Debit,Groceries,37542,1099.28,Not Started,North,Medium,Silver,Moderate,Female,44
CUST6158,04-07-2025,8567.03,Credit,Healthcare,71602,23980.22,Completed,East,Medium,Platinum,Moderate,Other,43
CUST4993,06-06-2025,4378.69,Credit,Restaurants,120214,5616.38,Pending,East,Low,Silver,Moderate,Other,68
CUST3851,13-01-2025,5216.92,Credit,Online Shopping,168927,21296.02,Pending,East,Medium,Platinum,High,Other,20
CUST3000,14-12-2024,372.88,Debit,Healthcare,76740,4870.4,Pending,South,Low,Silver,High,Male,47
CUST8920,21-09-2024,4168.23,Credit,Healthcare,29881,27016.52,Completed,East,Low,Platinum,Moderate,Male,65
CUST7860,02-06-2025,3390.53,Credit,Groceries,78453,10092.57,Completed,West,Low,Silver,High,Female,67
CUST7615,14-12-2024,5564.6,Credit,Groceries,108227,20408.19,Completed,South,Medium,Gold,Moderate,Female,31
CUST8297,15-05-2025,1650.99,Credit,Restaurants,87087,8685.27,Completed,North,Medium,Gold,Low,Female,60
CUST2242,18-05-2025,9773.79,Credit,Groceries,32861,5080.67,Completed,East,Low,Silver,Moderate,Other,46
CUST8853,17-03-2025,9397.91,Credit,Restaurants,55064,1427.96,Not Started,North,Medium,Silver,High,Other,59
CUST1842,22-12-2024,1513.95,Debit,Travel,170371,14557.28,Completed,West,Medium,Platinum,Low,Male,44
CUST6168,26-10-2024,4568.12,Debit,Travel,117329,10657.48,Completed,East,Medium,Platinum,Low,Male,41
CUST6345,08-11-2024,2064.95,Debit,Online Shopping,188503,20948.25,Pending,South,Low,Silver,Moderate,Other,28
CUST3372,29-01-2025,5224.78,Credit,Groceries,73571,20705.78,Not Started,East,Low,Gold,High,Other,66
CUST9769,30-11-2024,2493.19,Debit,Travel,98301,8385.42,Completed,North,Low,Gold,Low,Female,27
CUST6373,04-01-2025,8644.96,Credit,Travel,62750,10239.01,Completed,North,Low,Gold,Low,Female,46
CUST6990,04-01-2025,8248.47,Credit,Restaurants,61341,26446.74,Not Started,North,Low,Gold,High,Other,61
CUST7538,23-09-2024,5849.43,Debit,Entertainment,127333,18221.52,Completed,South,Low,Platinum,Moderate,Male,63
CUST4911,06-03-2025,7835.42,Credit,Bills,132575,865.02,Not Started,South,Low,Gold,Low,Female,43
CUST2834,09-01-2025,4459.83,Debit,Healthcare,126887,17157.32,Completed,South,Medium,Silver,Moderate,Male,65
CUST5408,28-08-2024,8820.08,Debit,Healthcare,92878,15531.29,Completed,East,Low,Platinum,Low,Other,21
CUST6605,05-06-2025,6812.7,Debit,Healthcare,111942,23403.69,Pending,West,High,Platinum,Low,Other,64
CUST7789,13-12-2024,6776.76,Debit,Online Shopping,105933,9029.31,Pending,South,Low,Gold,Moderate,Other,59
CUST1040,04-07-2025,3588.2,Credit,Online Shopping,33276,19404.35,Completed,West,Medium,Gold,High,Female,43
CUST4815,16-10-2024,950.61,Credit,Healthcare,154477,20617.92,Pending,South,Low,Platinum,Moderate,Other,44
CUST4433,12-01-2025,907.15,Credit,Online Shopping,151631,12592.3,Not Started,East,Low,Platinum,Moderate,Male,33
CUST7845,04-09-2024,3272.49,Credit,Bills,77746,22639.5,Completed,North,Low,Gold,High,Male,34
CUST1136,06-05-2025,9470.05,Debit,Restaurants,167868,15277.27,Completed,North,Low,Gold,Moderate,Other,29
CUST5765,06-05-2025,6646.3,Credit,Online Shopping,137470,6630.72,Completed,West,Medium,Gold,Moderate,Male,31
CUST5723,14-04-2025,3408.68,Credit,Travel,109576,9132.49,Completed,West,Low,Platinum,Low,Male,57
CUST2018,04-09-2024,3907.55,Debit,Online Shopping,104435,18827.1,Completed,West,Low,Platinum,High,Female,34
CUST2454,30-07-2024,5311.08,Debit,Travel,167089,15896.14,Completed,North,Low,Platinum,High,Female,19
CUST9647,16-04-2025,3958.82,Debit,Bills,104345,10901.86,Pending,East,Low,Silver,Low,Female,43
CUST8326,03-04-2025,4836.88,Credit,Groceries,124075,23450.9,Pending,North,Low,Gold,Moderate,Female,60
CUST9406,17-06-2025,4853.75,Debit,Groceries,79921,21054.23,Pending,East,Low,Platinum,Moderate,Female,69
CUST1187,07-10-2024,9489.8,Credit,Bills,44083,4180.08,Pending,South,Medium,Silver,Moderate,Male,58
CUST2106,16-10-2024,9750.56,Debit,Restaurants,65896,878.68,Completed,East,High,Gold,High,Male,20
CUST2377,14-03-2025,1144.59,Debit,Travel,90878,5314.81,Pending,West,Low,Platinum,Moderate,Female,65
CUST1981,18-01-2025,5560.21,Credit,Bills,199410,27930.22,Completed,East,Low,Platinum,Moderate,Other,38
CUST6133,20-08-2024,1664.8,Debit,Bills,185323,21956.98,Completed,South,Low,Silver,Moderate,Other,57
CUST7342,09-10-2024,3670.3,Credit,Restaurants,196373,4216.46,Pending,South,Low,Platinum,Low,Other,32
CUST5850,09-06-2025,5904.82,Debit,Bills,188651,22077.85,Pending,East,Low,Silver,Low,Female,67
CUST9801,14-10-2024,562.66,Debit,Healthcare,163199,17329.8,Completed,North,Medium,Gold,Low,Other,67
CUST5316,16-05-2025,2136.69,Credit,Groceries,76476,901.5,Completed,South,Low,Platinum,Moderate,Male,23
CUST1512,10-07-2025,3339.14,Credit,Travel,142707,6092.99,Pending,West,Low,Platinum,Moderate,Other,54
CUST3665,25-01-2025,6019.07,Credit,Restaurants,109624,27794.74,Completed,West,Low,Silver,Low,Other,52
CUST1059,10-11-2024,2351.02,Debit,Groceries,197868,24835.05,Completed,North,Low,Silver,High,Female,37
CUST6392,13-02-2025,4337.5,Debit,Travel,152874,9135.44,Completed,East,Low,Platinum,Moderate,Female,36
CUST1842,15-05-2025,8589.72,Debit,Healthcare,72850,29249,Completed,East,High,Silver,Moderate,Female,55
CUST6209,02-05-2025,7186.37,Debit,Restaurants,134849,16387.34,Completed,West,Low,Silver,Moderate,Female,60
CUST1178,05-06-2025,5132.37,Debit,Healthcare,142366,10486.69,Pending,South,Low,Platinum,Moderate,Male,27
CUST3526,21-02-2025,7183.66,Credit,Restaurants,173054,4564.34,Completed,West,Low,Platinum,Moderate,Female,44
CUST2001,31-07-2024,7621.98,Debit,Online Shopping,42645,18107.82,Pending,North,Low,Gold,Moderate,Male,63
CUST7246,13-05-2025,5298.55,Debit,Bills,183785,7943.2,Completed,South,Low,Silver,Moderate,Other,44
CUST9568,27-09-2024,8720.41,Debit,Groceries,154786,11993.92,Completed,North,Medium,Silver,High,Other,24
CUST5432,15-12-2024,2965.2,Debit,Groceries,39228,16929.17,Completed,West,Low,Platinum,Moderate,Female,25
CUST5760,24-09-2024,4089.81,Debit,Online Shopping,155208,29787.98,Completed,East,Low,Gold,Moderate,Other,40
CUST3697,20-11-2024,5966.34,Credit,Travel,57264,11375.67,Pending,North,Low,Platinum,Moderate,Female,25
CUST3891,17-06-2025,2769.51,Debit,Healthcare,34759,23141.7,Completed,East,Low,Gold,Moderate,Female,58
CUST9844,02-05-2025,8211.65,Debit,Restaurants,190446,12165.39,Completed,East,Medium,Silver,Moderate,Other,42
CUST2612,26-07-2024,6666.07,Debit,Restaurants,199913,11083.64,Completed,West,Low,Gold,Moderate,Female,24
CUST7517,22-10-2024,2883.3,Debit,Entertainment,129477,8734.8,Completed,South,Low,Platinum,Low,Other,18
CUST7297,03-07-2025,2021.09,Debit,Groceries,147606,14902.5,Completed,South,Low,Silver,Low,Other,44
CUST8970,11-12-2024,1442.86,Debit,Entertainment,55419,4830.31,Not Started,North,Medium,Gold,Low,Other,30
CUST8523,27-05-2025,6179.8,Debit,Entertainment,74173,9938.64,Completed,North,Low,Silver,Moderate,Other,45
CUST2868,11-04-2025,2266.18,Credit,Online Shopping,173029,12298.54,Completed,West,Low,Platinum,Moderate,Male,18
CUST1778,03-11-2024,6902.7,Credit,Restaurants,118877,22203.61,Pending,North,Low,Silver,Moderate,Female,34
CUST2643,12-10-2024,7972.89,Debit,Healthcare,177308,20926.11,Completed,North,Low,Platinum,High,Male,60
CUST1987,26-04-2025,8224.25,Debit,Restaurants,152329,21566.96,Completed,North,Low,Platinum,Moderate,Female,65
CUST1586,30-04-2025,2900.74,Credit,Groceries,57894,17430.7,Completed,North,Low,Platinum,High,Other,34
CUST5537,11-11-2024,8751.82,Debit,Online Shopping,118255,25147.19,Completed,South,Low,Platinum,Moderate,Female,43
CUST4751,02-01-2025,7503.95,Debit,Bills,63354,9905.45,Not Started,East,Low,Gold,Moderate,Other,19
